Frequency (Hz),Power spectrum (dB),18000 Hz Value,Comment
,,-41.639942260523355,No comment available
0.0,-19.32078519733228,
187.5,-20.64787674966626,
375.0,-26.739517670486332,
562.5,-27.90123209016194,
750.0,-26.9384179096228,
937.5,-30.73829743626487,
1125.0,-43.127982017616105,
1312.5,-49.74546635020099,
1500.0,-51.39081602059494,
1687.5,-51.802218520703846,
1875.0,-54.505369865225134,
2062.5,-54.23189583311764,
2250.0,-53.04118966216812,
2437.5,-52.21066875118824,
2625.0,-50.763506609655764,
2812.5,-50.451405188245296,
3000.0,-51.037202338486345,
3187.5,-54.58376437962349,
3375.0,-55.828687650405556,
3562.5,-55.52828649574616,
3750.0,-57.21595073315683,
3937.5,-57.33091727608173,
4125.0,-55.40957282476192,
4312.5,-55.40558119768152,
4500.0,-54.98255564690023,
4687.5,-54.447993514843276,
4875.0,-51.825760922663534,
5062.5,-50.51770876331257,
5250.0,-53.45952387323489,
5437.5,-55.12993161833265,
5625.0,-55.65260599710624,
5812.5,-55.7249971391947,
6000.0,-56.43423795832252,
6187.5,-56.09861348320314,
6375.0,-51.24069551875299,
6562.5,-46.974951224571036,
6750.0,-40.28561805515562,
6937.5,-39.19412746062697,
7125.0,-46.11774053537649,
7312.5,-51.832038449620235,
7500.0,-54.24016374126296,
7687.5,-52.978196070598216,
7875.0,-53.04388269783517,
8062.5,-54.547567167635755,
8250.0,-53.962226714552415,
8437.5,-55.15500012116767,
8625.0,-55.97947510332741,
8812.5,-56.236242814267406,
9000.0,-53.91754949787291,
9187.5,-50.800598895411625,
9375.0,-50.09900343773076,
9562.5,-50.4301373356788,
9750.0,-50.14460671049511,
9937.5,-51.21757019372491,
10125.0,-51.700450034508066,
10312.5,-50.52446458987594,
10500.0,-50.429920045464634,
10687.5,-50.09912409036396,
10875.0,-48.45247285311865,
11062.5,-49.33793828167598,
11250.0,-53.00179941549636,
11437.5,-54.91347858942538,
11625.0,-53.004355952784074,
11812.5,-52.98673902151919,
12000.0,-54.7417720685359,
12187.5,-54.085818277781996,
12375.0,-54.0352071977829,
12562.5,-54.17692274561106,
12750.0,-51.335006758029586,
12937.5,-48.54717744131737,
13125.0,-48.363345217324174,
13312.5,-47.635182590440316,
13500.0,-44.00216065124212,
13687.5,-38.88750785570338,
13875.0,-41.061532644571585,
14062.5,-49.53310178287686,
14250.0,-49.062971933794685,
14437.5,-44.47449445618935,
14625.0,-43.28803285212904,
14812.5,-45.588308481715465,
15000.0,-48.061220610654686,
15187.5,-46.72119507813864,
15375.0,-46.90786730013644,
15562.5,-49.869192897599454,
15750.0,-49.85702702951363,
15937.5,-49.45216960721261,
16125.0,-47.01986734456277,
16312.5,-44.30595425931962,
16500.0,-43.477293468330444,
16687.5,-46.09672821450601,
16875.0,-46.046922518880685,
17062.5,-42.95410522461023,
17250.0,-41.14890270644005,
17437.5,-41.43339634182985,
17625.0,-43.58213915875539,
17812.5,-43.42312544866124,
18000.0,-41.639942260523355,
18187.5,-40.7243425507412,
18375.0,-41.339751092713406,
18562.5,-39.99039422588115,
18750.0,-37.1790131322578,
18937.5,-37.298016181813765,
19125.0,-38.48458579256586,
19312.5,-40.36573211973773,
19500.0,-41.09666568688011,
19687.5,-40.061399607922425,
19875.0,-39.85790775585797,
20062.5,-40.20735265232199,
20250.0,-40.25270167767634,
